i,d,y_obs,y_sim,y_mix,rolling_avg_365
1,2025-09-27,103.356790838446,,103.356790838446,94.80592474101455
1,2025-09-28,102.334153982252,,102.334153982252,94.83679452131011
1,2025-09-29,102.05960295079252,,102.05960295079252,94.86789897462562
1,2025-09-30,,,,94.86789897462562
1,2025-10-01,101.30511973063052,,101.30511973063052,94.89056524489324
1,2025-10-02,101.4729594564255,,101.4729594564255,94.90008710952449
1,2025-10-03,100.577872639411,,100.577872639411,94.90817869224959
1,2025-10-04,99.8682129736684,,99.8682129736684,94.9148316571343
1,2025-10-05,99.2253538796945,,99.2253538796945,94.92273520610323
1,2025-10-06,98.7361400145261,,98.7361400145261,94.93209077386986
1,2025-10-07,98.1516250116908,,98.1516250116908,94.93991976242756
1,2025-10-08,97.3727591723733,,97.3727591723733,94.94581911579155
1,2025-10-09,96.9662060858463,,96.9662060858463,94.94867488119006
1,2025-10-10,95.7289538437036,,95.7289538437036,94.94940807819981
1,2025-10-11,95.49153286786355,,95.49153286786355,94.9516636534542
1,2025-10-12,95.0766516721839,,95.0766516721839,94.95479725636785
1,2025-10-13,94.7672091403685,,94.7672091403685,94.9582350837303
1,2025-10-14,94.5600959680097,,94.5600959680097,94.96168409253232
1,2025-10-15,94.2976030740066,,94.2976030740066,94.96649242573959
1,2025-10-16,93.1752121320596,,93.1752121320596,94.967319996109
1,2025-10-17,92.2704390480935,,92.2704390480935,94.96758177880423
1,2025-10-18,92.1968407456327,,92.1968407456327,94.96739899780685
1,2025-10-19,90.6570663305257,,90.6570663305257,94.96296944956232
1,2025-10-20,90.43697044923276,,90.43697044923276,94.96039512256552
1,2025-10-21,90.1926424930083,,90.1926424930083,94.9590557539879
1,2025-10-22,89.26777464943956,,89.26777464943956,94.95569885466087
1,2025-10-23,88.50996583585916,,88.50996583585916,94.95168706080639
1,2025-10-24,87.84695632326651,,87.84695632326651,94.94895433364917
1,2025-10-25,87.5787957347608,,87.5787957347608,94.94666128120464
1,2025-10-26,87.35665702573165,,87.35665702573165,94.94544545038227
1,2025-10-27,,,,94.97072334496228
1,2025-10-28,,,,94.99644876852635
1,2025-10-29,84.65357511505925,,84.65357511505925,94.98709004264683
1,2025-10-30,84.99631279450256,,84.99631279450256,94.95178694283007
1,2025-10-31,84.6352598655645,,84.6352598655645,94.91546114326222
1,2025-11-01,84.3313809781047,,84.3313809781047,94.90851101855738
1,2025-11-02,83.50086807619475,,83.50086807619475,94.90164529829202
1,2025-11-03,82.66960021860525,,82.66960021860525,94.89316697656515
1,2025-11-04,81.6977302042805,,81.6977302042805,94.84686719841679
1,2025-11-05,81.5293755698382,,81.5293755698382,94.83537110333512
1,2025-11-06,81.12088599244605,,81.12088599244605,94.78741835819216
1,2025-11-07,80.69609883279776,,80.69609883279776,94.77668735919025
1,2025-11-08,,,,94.81767032887177
1,2025-11-09,79.81642982900865,,79.81642982900865,94.80732934461794
1,2025-11-10,79.2796380928049,,79.2796380928049,94.79722158666027
1,2025-11-11,79.127973298358,,79.127973298358,94.78439701355984
1,2025-11-12,,,,94.82975968573471
1,2025-11-13,78.07302299668225,,78.07302299668225,94.81872217396979
1,2025-11-14,,,,94.86801521827906
1,2025-11-15,81.34907665342294,,81.34907665342294,94.87166228756247
1,2025-11-16,80.9568076297243,,80.9568076297243,94.87583928211711
1,2025-11-17,80.4460165669839,,80.4460165669839,94.87932291357431
1,2025-11-18,79.4284773696295,,79.4284773696295,94.88036262506954
1,2025-11-19,78.17550395057955,,78.17550395057955,94.88035459275451
1,2025-11-20,76.984539337235,,76.984539337235,94.87718026139511
1,2025-11-21,76.778406521369,,76.778406521369,94.87409880648875
1,2025-11-22,,,,94.9358321831804
1,2025-11-23,75.41903481777744,,75.41903481777744,94.92774517521052
1,2025-11-24,74.68365838899605,,74.68365838899605,94.91793755409617
1,2025-11-25,73.85732649428995,,73.85732649428995,94.90734092690919
1,2025-11-26,72.909137651067,,72.909137651067,94.82960875985674
1,2025-11-27,71.77997445075705,,71.77997445075705,94.74844807566977
1,2025-11-28,71.460669930077,,71.460669930077,94.73390576657309
1,2025-11-29,69.88133869343599,,69.88133869343599,94.71488679838944
1,2025-11-30,,,,94.78623623485811
1,2025-12-01,68.6105195499671,,68.6105195499671,94.76768785301121
1,2025-12-02,68.3252595442065,,68.3252595442065,94.6745807110788
1,2025-12-03,67.40086029653585,,67.40086029653585,94.58368430415291
1,2025-12-04,67.0569250275717,,67.0569250275717,94.49278757774844
1,2025-12-05,66.3018847208927,,66.3018847208927,94.40164361280958
1,2025-12-06,65.2552582714353,,65.2552582714353,94.30830076336007
1,2025-12-07,64.4836826297312,,64.4836826297312,94.21281367500386
1,2025-12-08,63.9274845116982,,63.9274845116982,94.11661741419408
1,2025-12-09,63.7383344096639,,63.7383344096639,94.02220314876925
1,2025-12-10,63.1893452895822,,63.1893452895822,93.9260683300745
1,2025-12-11,63.3826158153534,,63.3826158153534,93.83175363310103
1,2025-12-12,62.5241067157923,,62.5241067157923,93.73715609392382
1,2025-12-13,61.76738786175845,,61.76738786175845,93.64295490437735
1,2025-12-14,,,,93.66243071296212
1,2025-12-15,61.0097568656381,,61.0097568656381,93.57002867564684
1,2025-12-16,,,,93.59448227588159
1,2025-12-17,,,,93.62116591198108
1,2025-12-18,59.6006546549502,,59.6006546549502,93.53089570627726
1,2025-12-19,59.18754554765,,59.18754554765,93.44237032592842
1,2025-12-20,59.0172046908991,,59.0172046908991,93.35420158685857
1,2025-12-21,58.6367611603305,,58.6367611603305,93.26528828299261
1,2025-12-22,58.2343876625764,,58.2343876625764,93.17642979329547
1,2025-12-23,,,,93.21505939571772
1,2025-12-24,57.1188924661732,,57.1188924661732,93.12713713373525
1,2025-12-25,56.81268191344149,,56.81268191344149,93.03990378726674
1,2025-12-26,56.1548471401492,,56.1548471401492,92.90864024047983
1,2025-12-27,55.6271322898655,,55.6271322898655,92.77643631157694
1,2025-12-28,55.0865840189906,,55.0865840189906,92.64325662149713
1,2025-12-29,54.0885642324946,,54.0885642324946,92.55492117381554
1,2025-12-30,53.645276248766,,53.645276248766,92.46446487065809
1,2025-12-31,53.16307117691415,,53.16307117691415,92.37449157372797
1,2026-01-01,52.9083846596774,,52.9083846596774,92.28406720746939
1,2026-01-02,52.14438985768575,,52.14438985768575,92.1924634323908
1,2026-01-03,,,,92.24383361828261
1,2026-01-04,51.2397600364435,,51.2397600364435,92.1516026266696
1,2026-01-05,50.512619973484846,,50.512619973484846,92.05846104159427
1,2026-01-06,49.67576493812915,,49.67576493812915,91.9637765344065
1,2026-01-07,48.9443016791557,,48.9443016791557,91.86823909056852
1,2026-01-08,48.3873181321435,,48.3873181321435,91.77220265050906
1,2026-01-09,47.167491686109,,47.167491686109,91.67337061247564
1,2026-01-10,46.72637247022135,,46.72637247022135,91.57423712825135
1,2026-01-11,45.5300463788852,,45.5300463788852,91.47365342046595
1,2026-01-12,44.6802820627334,,44.6802820627334,91.36984803717749
1,2026-01-13,43.5200498855298,,43.5200498855298,91.26305788215193
1,2026-01-14,42.8530084971987,,42.8530084971987,91.15669495967562
1,2026-01-15,42.0813929433992,,42.0813929433992,90.98328399848737
1,2026-01-16,40.9866792195411,,40.9866792195411,90.87417063295344
1,2026-01-17,39.8456921577185,,39.8456921577185,90.76145258269621
1,2026-01-18,38.971333305388,,38.971333305388,90.64866841104364
1,2026-01-19,,,,90.7210237797152
1,2026-01-20,,84.42848769207498,84.42848769207498,90.77235360389423
1,2026-01-21,,84.09536361290456,84.09536361290456,90.74875999968579
1,2026-01-22,,83.76605045871132,83.76605045871132,90.70570625853402
1,2026-01-23,,83.44056218220516,83.44056218220516,90.66269261316782
1,2026-01-24,,83.11891160425317,83.11891160425317,90.61933861916599
1,2026-01-25,,82.80111041008571,82.80111041008571,90.57580222946451
1,2026-01-26,,82.48716914583854,82.48716914583854,90.53291604902813
1,2026-01-27,,80.26646591010069,80.26646591010069,90.49676657670797
1,2026-01-28,,79.96027157245707,79.96027157245707,90.44688434858755
1,2026-01-29,,79.65796193905652,79.65796193905652,90.39865978094723
1,2026-01-30,,79.35954297183272,79.35954297183272,90.35992603775736
1,2026-01-31,,79.06501948140863,79.06501948140863,90.3204333574904
1,2026-02-01,,78.77439512567297,78.77439512567297,90.2802032591217
1,2026-02-02,,78.48767240869778,78.48767240869778,90.23925697144662
1,2026-02-03,,78.20485267999737,78.20485267999737,90.19008765584027
1,2026-02-04,,77.92593613412907,77.92593613412907,90.14219549461869
1,2026-02-05,,77.65092181063564,77.65092181063564,90.09448517803209
1,2026-02-06,,77.37980759432938,77.37980759432938,90.04673345011273
1,2026-02-07,,77.11259021591817,77.11259021591817,89.99866564333219
1,2026-02-08,,76.8492652529729,76.8492652529729,89.94983107816307
1,2026-02-09,,76.58982713123599,76.58982713123599,89.90360269080345
1,2026-02-10,,76.33426912627115,76.33426912627115,89.85681188540852
1,2026-02-11,,76.08258336545302,76.08258336545302,89.81146709303546
1,2026-02-12,,75.83476083029694,75.83476083029694,89.76584298174178
1,2026-02-13,,75.5907913591276,75.5907913591276,89.72126805787038
1,2026-02-14,,75.35066365008606,75.35066365008606,89.67671841993965
1,2026-02-15,,75.11436526447422,75.11436526447422,89.6323888964087
1,2026-02-16,,74.88188263043548,74.88188263043548,89.58169987143972
1,2026-02-17,,74.65320104697099,74.65320104697099,89.53828395629975
1,2026-02-18,,74.42830468828997,74.42830468828997,89.49533254737662
1,2026-02-19,,74.20717660849257,74.20717660849257,89.45403607139733
1,2026-02-20,,73.98979874658473,73.98979874658473,89.40107635453153
1,2026-02-21,,73.77615193182248,73.77615193182248,89.3477489674233
1,2026-02-22,,73.56621588938508,73.56621588938508,89.29407028348439
1,2026-02-23,,73.35996924637445,73.35996924637445,89.25411396563372
1,2026-02-24,,73.15738953813991,73.15738953813991,89.21520424978159
1,2026-02-25,,72.95845321492583,72.95845321492583,89.17729523881717
1,2026-02-26,,72.76313564884026,72.76313564884026,89.14078427032351
1,2026-02-27,,72.57141114114283,72.57141114114283,89.0846169037839
1,2026-02-28,,72.38325292984938,72.38325292984938,89.04775167528055
1,2026-03-01,,72.19863319765132,72.19863319765132,88.990828977721
1,2026-03-02,,72.01752308014701,72.01752308014701,88.93367979961468
1,2026-03-03,,71.83989267438356,71.83989267438356,88.87631809785216
1,2026-03-04,,71.66571104770529,71.66571104770529,88.81875753915601
1,2026-03-05,,71.4949462469073,71.4949462469073,88.76101150151518
1,2026-03-06,,71.32756530769093,71.32756530769093,88.70309307562208
1,2026-03-07,,81.42555741557288,81.42555741557288,88.67899527542325
1,2026-03-08,,83.1754726166498,83.1754726166498,88.66083183430517
1,2026-03-09,,83.01803551354394,83.01803551354394,88.66348378090443
1,2026-03-10,,82.86384050340772,82.86384050340772,88.66567637249528
1,2026-03-11,,82.7128497186749,82.7128497186749,88.66751951292262
1,2026-03-12,,82.56502434359737,82.56502434359737,88.66779608803255
1,2026-03-13,,82.42032462573133,82.42032462573133,88.6719351407043
1,2026-03-14,,82.27870988770077,82.27870988770077,88.65090479447731
1,2026-03-15,,80.2295072339032,80.2295072339032,88.54056056808972
1,2026-03-16,,80.09393678414213,80.09393678414213,88.51286671961776
1,2026-03-17,,79.96132385421285,79.96132385421285,88.48492050110337
1,2026-03-18,,79.83162419006437,79.83162419006437,88.37709229467274
1,2026-03-19,,79.70479267556351,79.70479267556351,88.26967582463368
1,2026-03-20,,79.58078334584529,79.58078334584529,88.16198655115248
1,2026-03-21,,79.45954940091498,79.45954940091498,88.05630232964927
1,2026-03-22,,79.34104321949687,79.34104321949687,87.95039305802305
1,2026-03-23,,79.22521637312606,79.22521637312606,87.92197228706247
1,2026-03-24,,79.1120196404793,79.1120196404793,87.89336854470343
1,2026-03-25,,79.00140302194045,79.00140302194045,87.7899901734071
1,2026-03-26,,78.89331575439604,78.89331575439604,87.68788160859283
1,2026-03-27,,78.78770632625695,78.78770632625695,87.58758902654164
1,2026-03-28,,78.68452249270153,78.68452249270153,87.55877651348715
1,2026-03-29,,78.58371129113564,78.58371129113564,87.52982469018924
1,2026-03-30,,78.48521905686525,78.48521905686525,87.43265976112582
1,2026-03-31,,78.38899143897646,78.38899143897646,87.33720715957446
1,2026-04-01,,78.29497341641904,78.29497341641904,87.242017556189
1,2026-04-02,,78.20310931428794,78.20310931428794,87.15111359445041
1,2026-04-03,,78.11334282029843,78.11334282029843,87.12205323826343
1,2026-04-04,,78.02561700144969,78.02561700144969,87.02671312989104
1,2026-04-05,,77.9398743208724,77.9398743208724,86.93273959747981
1,2026-04-06,,77.85605665485465,77.85605665485465,86.90364766497139
1,2026-04-07,,77.77410531004183,77.77410531004183,86.81257798414116
1,2026-04-08,,77.69396104080474,77.69396104080474,86.72274032989574
1,2026-04-09,,77.61556406677151,77.61556406677151,86.63259388717933
1,2026-04-10,,77.53885409051757,77.53885409051757,86.60354040540086
1,2026-04-11,,77.46377031540847,77.46377031540847,86.57443285734355
1,2026-04-12,,77.39025146359066,77.39025146359066,86.48615694992745
1,2026-04-13,,77.31823579412472,77.31823579412472,86.39783048917329
1,2026-04-14,,77.24766112125538,77.24766112125538,86.31077771171736
1,2026-04-15,,77.17846483281312,77.17846483281312,86.28178624226052
1,2026-04-16,,77.1105839087425,77.1105839087425,86.1969106656433
1,2026-04-17,,77.0439549397505,77.0439549397505,86.11461858675864
1,2026-04-18,,76.97851414607048,76.97851414607048,86.03040927717434
1,2026-04-19,,76.91419739633555,76.91419739633555,85.946095654089
1,2026-04-20,,76.85094022655623,76.85094022655623,85.9173135166601
1,2026-04-21,,76.78867785919623,76.78867785919623,85.83536784082811
1,2026-04-22,,76.72734522234117,76.72734522234117,85.75307623781573
1,2026-04-23,,76.66687696895454,76.66687696895454,85.67127509947206
1,2026-04-24,,76.60720749621484,76.60720749621484,85.59020120481979
1,2026-04-25,,76.54827096492853,76.54827096492853,85.5114121955896
1,2026-04-26,,76.49000131901279,76.49000131901279,85.43247772870913
1,2026-04-27,,76.43233230504286,76.43233230504286,85.40408610276698
1,2026-04-28,,76.37519749185721,76.37519749185721,85.37569337128612
1,2026-04-29,,76.3185302902158,76.3185302902158,85.2984267015355
1,2026-04-30,,76.26226397250463,76.26226397250463,85.27010017260439
1,2026-05-01,,76.2063316924819,76.2063316924819,85.241775896104
1,2026-05-02,,76.15066650505858,76.15066650505858,85.21345468304779
1,2026-05-03,,76.09520138610863,76.09520138610863,85.18513712622499
1,2026-05-04,,76.03986925230262,76.03986925230262,85.15682360339551
1,2026-05-05,,75.98460298095858,75.98460298095858,85.12851428048674
1,2026-05-06,,75.92933542990481,75.92933542990481,85.05579813323847
1,2026-05-07,,75.8739994573483,75.8739994573483,85.02754644500496
1,2026-05-08,,89.3556648645425,89.3556648645425,85.0408228818747
1,2026-05-09,,91.21062202978324,91.21062202978324,85.01693833267313
1,2026-05-10,,91.1546782437306,91.1546782437306,85.03570817949594
1,2026-05-11,,91.09839787003166,91.09839787003166,84.98694070675685
1,2026-05-12,,91.04171406660394,91.04171406660394,84.93942601912202
1,2026-05-13,,90.9845601107463,90.9845601107463,84.89287796572752
1,2026-05-14,,90.92686941888324,90.92686941888324,84.91127428113347
1,2026-05-15,,90.86857556626808,90.86857556626808,84.86374274038687
1,2026-05-16,,88.89898100130787,88.89898100130787,84.8144051725538
1,2026-05-17,,88.83928228649184,88.83928228649184,84.76437089338566
1,2026-05-18,,88.77878228594828,88.77878228594828,84.77657275172172
1,2026-05-19,,88.7174154062502,88.7174154062502,84.7283508991181
1,2026-05-20,,88.65511631049407,88.65511631049407,84.68167682365501
1,2026-05-21,,88.59181993763407,88.59181993763407,84.63594927854852
1,2026-05-22,,88.52746152173475,88.52746152173475,84.6477417398915
1,2026-05-23,,88.46197661113625,88.46197661113625,84.60185221215043
1,2026-05-24,,88.39530108752668,88.39530108752668,84.5570391773225
1,2026-05-25,,88.32737118491556,88.32737118491556,84.51365796742702
1,2026-05-26,,88.25812350850349,88.25812350850349,84.47172279272894
1,2026-05-27,,88.18749505344141,88.18749505344141,84.48294869079757
1,2026-05-28,,88.11542322347508,88.11542322347508,84.44223524809387
1,2026-05-29,,88.04184584946782,88.04184584946782,84.40240215618874
1,2026-05-30,,87.96670120779787,87.96670120779787,84.41313799670564
1,2026-05-31,,87.88992803862314,87.88992803862314,84.42357880764234
1,2026-06-01,,87.81146556400903,87.81146556400903,84.43372218116438
1,2026-06-02,,87.73125350591353,87.73125350591353,84.39772130287996
1,2026-06-03,,87.64923210402463,87.64923210402463,84.36350409046914
1,2026-06-04,,87.56534213344419,87.56534213344419,84.32358706664893
1,2026-06-05,,87.47952492221361,87.47952492221361,84.28434065951065
1,2026-06-06,,87.39172236867587,87.39172236867587,84.24378054958167
1,2026-06-07,,87.30187695866861,87.30187695866861,84.20431567783918
1,2026-06-08,,87.20993178254363,87.20993178254363,84.15570273752851
1,2026-06-09,,87.11583055200717,87.11583055200717,84.11633233587487
1,2026-06-10,,87.01951761677684,87.01951761677684,84.12499856059398
1,2026-06-11,,86.92093798104914,86.92093798104914,84.13331980886915
1,2026-06-12,,86.82003731977373,86.82003731977373,84.09532889033737
1,2026-06-13,,86.71676199472908,86.71676199472908,84.10310762358482
1,2026-06-14,,86.61105907039492,86.61105907039492,84.05973384468722
1,2026-06-15,,86.50287632961657,86.50287632961657,84.022715411032
1,2026-06-16,,86.392162289057,86.392162289057,83.98835482741502
1,2026-06-17,,86.2788662144315,86.2788662144315,83.94804465974194
1,2026-06-18,,86.16293813552079,86.16293813552079,83.95459759901938
1,2026-06-19,,86.04432886095796,86.04432886095796,83.92001362874781
1,2026-06-20,,85.92298999278508,85.92298999278508,83.87737884116083
1,2026-06-21,,85.79887394077481,85.79887394077481,83.83630719940773
1,2026-06-22,,85.67193393651334,85.67193393651334,83.79764631875285
1,2026-06-23,,85.5421240472396,85.5421240472396,83.76161623033713
1,2026-06-24,,85.40939918943772,85.40939918943772,83.72187477305638
1,2026-06-25,,85.27371514217795,85.27371514217795,83.68213233953978
1,2026-06-26,,85.13502856020229,85.13502856020229,83.63883946314705
1,2026-06-27,,84.99329698675105,84.99329698675105,83.59381522128398
1,2026-06-28,,84.84847886612651,84.84847886612651,83.55542424187068
1,2026-06-29,,84.70053355598995,84.70053355598995,83.55880214545216
1,2026-06-30,,84.54942133938835,84.54942133938835,83.49567218755013
1,2026-07-01,,84.39510343650713,84.39510343650713,83.42705023279056
1,2026-07-02,,84.23754201614604,84.23754201614604,83.42943403215337
1,2026-07-03,,84.07670020691371,84.07670020691371,83.35905259081636
1,2026-07-04,,83.9125421081387,83.9125421081387,83.2931224867627
1,2026-07-05,,83.7450328004929,83.7450328004929,83.22661496277476
1,2026-07-06,,83.57413835632487,83.57413835632487,83.16157331994239
1,2026-07-07,,83.39982584969958,83.39982584969958,83.09380091089251
1,2026-07-08,,83.2220633661416,83.2220633661416,83.03013170170459
1,2026-07-09,,96.5779569348786,96.5779569348786,83.00635511374665
1,2026-07-10,,98.3038341521169,98.3038341521169,82.9873723814138
1,2026-07-11,,98.11554050534993,98.11554050534993,82.96531547734511
1,2026-07-12,,97.9236795226778,97.9236795226778,82.94089406500495
1,2026-07-13,,97.72822448250152,97.72822448250152,82.91637828459211
